id,fen,sol,turn,rating,n_moves
nuwAg,r5rk/R1R3bp/1p4p1/5p2/1P6/P4P2/5PKP/8 w - - 1 32,c7g7 a8a7 g7a7,w,1056,3
miMnL,4R3/6kp/P5p1/8/8/8/2r2rPP/R5K1 b - - 0 35,f2g2 g1h1 g2h2,b,1057,3
nouVs,r5k1/2RR4/2P1p2p/5pp1/8/7P/2r3P1/6K1 w - - 0 36,d7g7 g8h8 g7h7,w,1057,3
w1LFC,6k1/p4p2/2Q3p1/4b2p/8/P6P/1r2r3/R4NRK b - - 0 32,e2h2 f1h2 b2h2,b,1057,3
9KfDK,1r3r2/R1Rn3k/3p3q/1Pp1p3/2P5/3P2Pb/3Q1P2/6K1 w - - 0 30,c7d7 h3d7 a7d7 h6g7 d7g7,w,1058,5
HFcU4,6k1/4q1p1/5pPp/2p1p2P/1p2P3/1PPPQ3/rr3RP1/2R3K1 b - - 2 37,b2f2 e3f2 a2f2,b,1058,3
UJHzP,8/5pkp/P2pp1p1/8/R3P3/5P2/1r1r2PP/R5K1 b - - 0 29,d2g2 g1h1 g2h2,b,1058,3
nrMaJ,8/5p2/3p2k1/2pPn3/1pP2PP1/1P2R2K/1r4r1/3B1R2 b - - 2 45,g2h2 h3g3 b2g2,b,1058,3
pJ67B,3R1bk1/7p/1p1B1p2/1P3N2/6P1/2P2n1P/r3r3/3R3K b - - 3 38,e2h2 d6h2 a2h2,b,1059,3
8Wig1,8/5p2/p2b1k2/3B4/3P4/4PN2/4r1r1/2R3RK b - - 6 37,g2h2 f3h2 e2h2,b,1060,3
Vm8EJ,7k/1p2q1p1/2pNp2p/4P3/1P4R1/6QP/4rrRK/8 b - - 1 31,f2g2 g3g2 e2g2,b,1060,3
kmfrx,r7/4R2R/p1kp4/qb1N1P2/1p2P3/3PK3/Pr6/8 w - - 1 34,e7c7 a5c7 h7c7,w,1060,3
pR5hr,3R1qk1/5pb1/4p2p/2p1P1p1/2Q1PP2/6P1/rr1RN1KP/8 b - - 3 32,b2d2 d8d2 a2d2,b,1060,3
vFbnI,7r/pR3R1p/4p1p1/4b1Pk/7P/5P2/P1r1N3/6K1 w - - 1 28,f7h7 h8h7 b7h7,w,1060,3
0kIWw,3k4/ppp5/8/5Q1P/3P4/2P4K/Pr4r1/8 b - - 1 41,g2h2 h3g4 b2g2 g4f3 g2f2,b,1061,5
nKYiw,8/1R6/4k1pp/2b5/4N3/7P/r1r3PK/4R3 b - - 3 31,c2g2 h2h1 g2h2,b,1061,3
wrJ3S,3R4/5kpp/8/1p3p2/1P3P2/P4P2/2r1r1PP/3R1K2 b - - 4 30,e2f2 f1g1 f2g2 g1h1 g2h2,b,1061,5
MQtUq,8/ppk3P1/3b4/2p5/3pR1N1/1B1P3p/PPPr1r2/6RK b - - 0 33,f2h2 g4h2 d2h2,b,1062,3
gusfE,1q4k1/2R1R3/6p1/8/p7/8/KP6/8 w - - 0 44,e7g7 g8h8 g7h7,w,1062,3
OxPP6,r5rk/pp1n1RRp/2p1pn2/8/8/3B3P/PPPK2P1/8 w - - 3 24,g7h7 f6h7 f7h7,w,1063,3
P5GM1,8/3RP2p/1p2Pk2/p7/5p1P/P7/2r2rP1/4R1K1 b - - 0 32,f2g2 g1h1 g2h2,b,1063,3
Vfos7,8/5ppp/1pQ5/5k2/2nP1P2/7P/P1r1r1PK/5R2 b - - 0 32,e2g2 h2h1 g2h2,b,1063,3
usvnC,4k3/p4p2/2PP2p1/7p/1N6/P6P/P2rr1PK/2R5 b - - 2 42,e2g2 h2h1 g2h2,b,1063,3
ScpQE,8/pp6/8/2PPn3/1P3R1p/3k4/P2Br2r/2KR4 b - - 0 30,e2d2 d1d2 h2d2,b,1064,3
bEpGF,8/8/p5R1/kpp1N3/5P1P/PP4P1/1KPrr3/8 b - - 6 40,d2c2 b2b1 c2b2,b,1064,3
40EGi,r5k1/pR3Rpp/8/8/8/2P1n3/P2r2B1/6K1 w - - 5 28,f7g7 g8h8 g7h7,w,1065,3
QH8HH,6Br/R5R1/p2p2p1/1p2p2k/6pP/8/2q2PK1/8 w - - 1 43,g7h7 h8h7 a7h7,w,1065,3
bnuRX,6k1/7R/6p1/p4bN1/P7/7P/1rr2PP1/R5K1 b - - 0 31,c2f2 g1h1 f2g2,b,1065,3
cLqAM,6k1/8/2p5/7R/3P1P2/4P1p1/1r4r1/6RK b - - 1 44,g2h2 h5h2 b2h2,b,1065,3
Ujc7f,8/p2RR1pk/7p/5p2/P1P3qP/8/7K/8 w - - 4 39,e7g7 g4g7 d7g7,w,1066,3
aTZGc,8/p4B2/2k5/5R1P/1P6/2n2P2/P2r3r/K4R2 b - - 0 37,d2a2 f7a2 h2a2,b,1066,3
yXJx9,b6k/p5Rp/3qNp2/3p2P1/3P4/5P2/rr2R1P1/3Q2K1 b - - 2 27,b2e2 d1e2 a2e2,b,1066,3
dX4lJ,5rk1/pp1RRr1p/5ppQ/8/5PPK/1q5P/8/8 w - - 4 29,e7f7 b3f7 d7f7,w,1067,3
pijvC,1k6/1P3p2/p3p2p/5p1P/5P1R/1N6/PP3rr1/1K1R4 b - - 2 33,f2b2 b1a1 b2a2,b,1067,3
w3qsd,3r1r2/RR6/4Bkpp/2pPb3/2P2p1P/6P1/6K1/8 w - - 0 46,b7f7 f8f7 a7f7,w,1067,3
8NZuv,r5kr/pR1Q1Rp1/2p3q1/3p4/8/4P1P1/P3K3/8 w - - 1 28,f7g7 g6g7 d7g7,w,1068,3
FA3hT,6k1/p4pp1/3b4/2p5/P6Q/1P3P2/r3r2P/1R4RK b - - 0 29,e2h2 h4h2 a2h2,b,1068,3
EbbqT,8/5p1k/8/1R1p2p1/1P1N4/2P1R1KP/rr6/8 b - - 2 45,b2g2 g3f3 a2f2,b,1069,3
EpccW,6k1/4P1pp/1R6/8/1p6/8/1r1r1PPP/4RK2 b - - 0 37,d2f2 f1g1 f2g2 g1h1 g2h2,b,1069,5
TDCNr,8/5R2/1p5p/4P3/8/4kP2/rr6/3R2K1 b - - 3 42,b2g2 g1h1 g2h2,b,1069,3
Ypxnf,2k4r/pb1R1R2/1p2p1p1/4Pp2/8/4B3/Pq3PPP/6K1 w - - 7 31,d7c7 c8b8 c7b7 b8a8 b7a7,w,1069,5
ZsM5Z,8/R2R4/3pNkp1/3rbp1p/2r1p3/6P1/5PP1/6K1 w - - 0 43,d7f7 f6e6 a7e7,w,1069,3
fvAxi,1r1q1r2/2R1Rp1k/3p2pp/3n4/5Q2/6P1/5P1P/6K1 w - - 0 29,e7f7 f8f7 f4f7 h7h8 f7g7,w,1069,5
Ao58R,r5kr/1pRR4/p1n1N1p1/6p1/8/8/PbP2PPP/6K1 w - - 0 23,d7g7 b2g7 c7g7,w,1070,3
ctqxt,5r2/R2R2pk/5q1p/1p2r3/2p5/4Q2P/2P2PP1/6K1 w - - 4 29,d7g7 f6g7 a7g7,w,1070,3
m7mFS,2rr4/R4R2/4pNkp/p2pb3/P5P1/8/5P2/6K1 w - - 0 38,f7g7 g6f6 a7f7,w,1070,3
Gy781,8/5p1k/4p2P/3pP1Q1/p2P4/5P2/rr3PK1/8 b - - 0 30,b2f2 g2g1 f2g2 g5g2 a2g2,b,1071,5
mdnJO,1q3b1r/p2R1Rpp/1kp5/1pN5/1P6/7P/P1P3P1/6K1 w - - 0 29,d7b7 b8b7 f7b7,w,1071,3
iS4f1,3k4/pp6/2pp1p2/5Pp1/4R3/P1PP4/BP1r3r/2K1R3 b - - 4 35,d2c2 c1b1 c2b2 b1a1 b2a2,b,1072,5
Tel2G,8/4RRpk/5P1p/p5r1/6PK/8/6r1/8 w - - 0 54,f7g7 g5g7 e7g7,w,1073,3
xpJS5,7k/pQp3pp/6p1/8/6P1/2P3bP/PP1rRr2/R5NK b - - 0 25,f2h2 e2h2 d2h2,b,1073,3
1is01,8/p7/5kp1/8/2P3nR/1P3N2/P3rrP1/1K5R b - - 4 30,e2b2 b1a1 b2a2,b,1074,3
RIPMf,8/4Nppk/PR5p/1n6/8/4PP2/1r1r2PP/R5K1 b - - 0 36,d2g2 g1h1 g2h2,b,1074,3
q7vGs,4rk2/R1R5/7p/p4K2/8/r7/6P1/8 w - - 10 43,c7f7 f8g8 f7g7 g8h8 g7h7,w,1074,5
nTbYZ,r3r2k/1QR3R1/5np1/p3pq1p/1p6/1P2p2P/PP3PP1/6K1 w - - 0 30,g7h7 f6h7 c7h7 h8g8 b7g7,w,1075,5
t37jn,8/5p2/R4Pk1/8/6P1/2P4p/Pr1QKRr1/8 b - - 6 43,b2d2 e2d2 g2f2,b,1075,3
tWkXI,1r4k1/2R1R3/1p1p2p1/p2P2q1/2P5/P3p3/1P2N3/K7 w - - 0 39,e7g7 g8h8 g7h7,w,1075,3
OONws,1k5r/pp2RRp1/2p5/8/8/P1KPP3/1PP3rp/8 w - - 0 29,e7b7 b8a8 b7a7,w,1076,3
iL1yt,2r2k2/1p1RRp1p/6p1/1r6/8/Pp4P1/5PKP/8 w - - 0 31,e7f7 f8g8 f7g7,w,1076,3
VBOT0,8/8/8/R1p1k3/8/P2R1P1K/4r1rP/8 b - - 1 40,g2h2 h3g4 e2g2,b,1077,3
vHHoe,b1r1r3/3R1Rpk/p6p/8/1p6/1B2n2P/PP3P2/6K1 w - - 0 33,f7g7 h7h8 g7h7,w,1077,3
4feol,8/2R3pk/5p1p/3p4/3P4/7P/1r1r1PP1/4R1K1 b - - 0 28,d2f2 e1e7 f2g2,b,1078,3
H0Zgd,6R1/p7/8/2N4p/5k2/1BP2p1P/Pr1r2PK/8 b - - 3 44,d2g2 g8g2 b2g2,b,1078,3
OwuEv,2R5/pp3pkp/5np1/2Q5/5P2/P5P1/1P1r2r1/5R1K b - - 3 32,g2h2 h1g1 d2g2,b,1078,3
WiYhn,r4r2/1R1R1p2/p3pkp1/1p1nN2p/2p2P2/P1P2P1P/1P3K2/8 w - - 7 34,d7f7 f8f7 b7f7,w,1078,3
Wtc8W,4rk2/RR6/2n1p1pp/3pP3/2b2PPP/6K1/8/8 w - - 0 47,b7f7 f8g8 f7g7 g8h8 g7h7,w,1078,5
iBIJc,8/1pp5/2np2pk/p3p3/4P1QP/1PPPP3/1P3r1r/2KR4 b - - 11 28,f2c2 c1b1 c2b2 b1a1 b2a2,b,1078,5
PBily,8/2R2R1p/4p2k/4K1p1/4P3/8/4r3/4r3 w - - 1 54,f7h7 h6g6 c7g7,w,1080,3
UZ7jo,3k2rr/ppp1nRR1/3p3p/4p3/4P3/1P1P3P/3N1P2/7K w - - 7 33,f7e7 g8g7 e7g7,w,1080,3
X6cyu,8/7R/8/R4pk1/P7/7P/4rrPK/8 b - - 2 40,f2g2 h2h1 g2h2 h1g1 e2g2,b,1080,5
y28l4,8/p3RRbk/1p4pp/2pB4/2P1p3/1P5P/P1r4r/5K2 w - - 2 33,f7g7 h7h8 g7h7,w,1080,3
DLecc,5q2/2PQp1k1/p5pp/3P4/8/4N2P/Pr3rP1/R2R2K1 b - - 0 34,f2g2 e3g2 f8f2 g1h2 f2g2,b,1081,5
XxWKc,r4k2/3RRp1p/6p1/8/5P1P/r5P1/4K3/8 w - - 0 44,e7f7 f8g8 f7g7,w,1081,3
auLtQ,r5r1/p1R1R3/1p1p3p/kP1N4/P6B/3n1b2/6PP/6K1 w - - 1 39,c7a7 a8a7 e7a7,w,1081,3
hMhli,8/p1p1kp2/1pQ5/5B2/5P2/5P1K/P1P1r1rP/8 b - - 8 34,g2h2 h3g4 e2g2,b,1081,3
nbamk,6k1/p1R2ppp/bp2p3/8/1P1B4/P6P/3r2r1/R2N3K b - - 9 26,g2h2 h1g1 d2g2,b,1081,3
qsRMG,2k4r/1p2R1R1/p4n1p/3p1pp1/2pP4/6PP/n4PK1/8 w - - 2 31,e7c7 c8b8 c7b7 b8a8 b7a7,w,1081,5
vDp5O,3rkr2/R1R3pp/4b3/1p1N2q1/3Pp3/4P1P1/1P5P/6K1 w - - 0 26,c7e7 g5e7 a7e7,w,1081,3
59yWs,2k2r2/p2R2R1/1p2p1Bp/8/1nP1n2P/8/1KP3r1/8 w - - 3 31,d7c7 c8b8 c7b7,w,1082,3
Jr2cv,5Br1/pR1R4/2r2pk1/4b1pp/2PpPpP1/8/4K1P1/8 w - - 0 44,d7g7 g8g7 b7g7,w,1082,3
gI0e3,7k/p1P3p1/7p/3bP3/1P6/2B3PP/r4rBK/2R3R1 b - - 0 38,f2g2 g1g2 a2g2,b,1082,3
sjepy,2k5/pp6/2p2R2/8/1P1P2NP/P4nP1/r3r3/5R1K b - - 2 39,e2h2 g4h2 a2h2,b,1082,3
k6zWI,4k3/5p2/1p2p3/p1b5/P1P1Q3/5P1P/2rr2PK/1R2R3 b - - 2 33,d2g2 h2h1 g2h2,b,1083,3
kqN4p,6rk/ppp2RR1/2br1n1p/3p4/7P/1P1BPP2/P1P2K1P/8 w - - 3 27,g7h7 f6h7 f7h7,w,1083,3
UDmwI,8/6pp/4pnk1/1P1b4/8/4Q1NP/2r2rPK/1R4R1 b - - 4 39,f2g2 g1g2 c2g2,b,1084,3
W6EmW,3k4/1R1P3p/5p2/p7/P4b2/5N2/2r1r2P/6RK b - - 2 44,e2h2 f3h2 c2h2,b,1084,3
tM9A8,6rk/R4R2/1pq1p2p/8/4b2P/2PB4/PP6/1K6 w - - 0 29,f7h7 e4h7 a7h7,w,1084,3
06ACd,r5k1/1R2Rrpp/p1p2n2/8/8/8/q2N2PP/3Q3K w - - 3 24,e7f7 a2f7 b7f7,w,1085,3
tSUqe,1r1q3k/1Q2RR2/p4npp/5r2/8/2P3P1/P4P1P/6K1 w - - 3 29,f7h7 f6h7 e7h7 h8g8 b7g7,w,1085,5
e4gr8,7r/pkp1RR1p/Np1r3b/3p4/P2n2p1/3P4/1P4PP/1K6 w - - 2 29,e7c7 b7a6 c7a7,w,1086,3
lPsVS,5rk1/RRp2rp1/2Pp3p/1p1Ppq2/1P6/7P/6P1/3Q3K w - - 0 35,b7c7 f7c7 a7c7,w,1086,3
nh4WE,r4k2/1RR2p1p/4pp2/p2rq3/P4N2/4P1KP/5PN1/8 w - - 16 32,c7f7 f8g8 f7g7,w,1086,3
1ovKk,5r1k/1R1R2b1/6qp/5p2/7Q/6PK/5P1P/r7 w - - 0 39,d7g7 g6g7 b7g7,w,1087,3
Ozs2y,r5k1/1R3Rb1/2pp2P1/2q5/7r/8/2BQ4/2K5 w - - 2 47,f7g7 g8h8 g7h7,w,1087,3
S3GqD,8/4Qp1k/6p1/8/8/8/1r1rB1P1/4K3 b - - 23 71,d2e2 e7e2 b2e2,b,1087,3
kuoCO,8/p2n1p1k/5n1N/2pB4/7Q/P5P1/1r2q1rP/R2R3K b - - 4 28,g2h2 h4h2 e2h2,b,1087,3
2WGZ4,4r1bk/1RR2r2/p5p1/3pqp2/7P/5QP1/5P1K/8 w - - 1 43,c7f7 g8f7 b7f7,w,1088,3
WpH09,8/1R2Rpkr/p5p1/1ppr2P1/3b4/5K2/P1P3P1/8 w - - 0 35,e7f7 g7g8 f7h7,w,1088,3
jeQiP,8/6pk/1Q6/P7/8/7P/r3r1PK/8 b - - 3 40,e2g2 h2h1 g2h2,b,1089,3
lyvDl,r4rk1/pR2R1b1/2p3qp/P1Pp4/3P4/2P3pP/5PP1/3Q2K1 w - - 0 25,e7g7 g6g7 b7g7,w,1089,3
u7oYt,6k1/5p2/3p4/2p2R1p/1pP2B1P/1P1P2PK/r3r3/6bR b - - 4 34,e2h2 h1h2 a2h2,b,1089,3
F4a7G,3Q4/4Nppk/4p2p/8/8/4n1Q1/qr3r1P/1N1R2RK b - - 0 35,f2h2 g3h2 b2h2,b,1090,3
dvL28,8/pp6/5k1p/8/2PP1b2/P6R/4rr1P/3B2RK b - - 3 43,f2h2 h3h2 e2h2,b,1090,3
mye9D,8/7R/5BP1/p7/3p1R2/3k4/r1r2PK1/4b3 b - - 0 43,c2f2 f4f2 a2f2,b,1090,3
pPYdC,2k3r1/ppp1RRpp/6r1/8/8/2KP1P2/1P5P/8 w - - 3 30,e7c7 c8b8 c7b7,w,1090,3
8Rrrh,5r2/1p2kpRR/4p1P1/p3P3/5P2/4K3/8/5r2 w - a6 0 37,g7f7 f8f7 h7f7,w,1091,3
FYtXs,3r2k1/2R1Rrbp/5qp1/p2p4/P5n1/1P1Q2B1/5PP1/6K1 w - - 0 36,e7f7 f6f7 c7f7,w,1091,3
KT6ou,8/8/5p2/2pk1P2/P7/1PKP4/2P1RRrr/8 b - - 1 47,g2f2 e2f2 h2f2,b,1091,3
akFAk,8/1p2k3/1P6/3p4/P2P4/4PNb1/r5r1/1R4RK b - - 1 43,g2h2 f3h2 a2h2,b,1091,3
igMoV,6k1/2p3pp/P7/4p3/1n6/4P2P/PPr2rP1/1K1R1B1R b - - 0 22,c2b2 b1a1 b2a2,b,1091,3
sLVny,6k1/p6p/1p4p1/3P1p2/6nP/6Q1/P1r1r1P1/5RK1 b - - 4 33,e2g2 g3g2 c2g2,b,1091,3
0wbG7,2k2r2/pp4RR/1np5/3p2B1/3Ppp2/P1P2r2/2P5/2K5 w - - 2 35,g7c7 c8b8 c7b7 b8a8 b7a7,w,1092,5
DkgAH,k7/p6p/8/8/2P2b2/5N2/r5rP/1R4RK b - - 7 34,g2h2 f3h2 a2h2,b,1092,3
JEmGb,2k5/ppp1R3/8/8/5PnP/1PN5/PBPr2r1/2K4R b - - 0 23,d2c2 c1b1 c2b2,b,1092,3
Kmv0s,7k/p5p1/1pp1P2p/8/8/5RP1/PP1r1r1P/4R1K1 b - - 1 27,f2g2 g1h1 g2h2,b,1092,3
XP94g,4rk2/2RR2p1/p7/1p4K1/1P3P2/1r6/4n3/8 w - - 4 49,d7f7 f8g8 f7g7 g8h8 g7h7,w,1092,5
dgD0B,8/1Bpk4/p2p4/4p3/4P3/2NPBn2/PPP2r1r/2KR4 b - - 2 30,f2c2 c1b1 c2b2,b,1092,3
3Povc,8/1R4R1/p3p2k/2b1P3/4KP1p/1P6/r6P/3q4 w - - 0 43,g7h7 h6g6 b7g7,w,1093,3
3vkrG,2kr4/pp4RR/2p5/3b4/8/8/2PK4/8 w - - 4 45,g7c7 c8b8 c7b7,w,1093,3
Zru67,k6r/1R3R1p/1p4p1/4n1q1/6B1/3Pb2P/PPP3KP/8 w - - 3 29,b7a7 a8b8 f7b7,w,1093,3
qKitQ,7r/4R1Rp/2kp4/2p5/2P5/6P1/r7/6K1 w - - 3 37,e7c7 c6b6 c7b7 b6a5 b7a7,w,1093,5
qsSg6,2r1rk2/2RR1p1p/4p1p1/ppp1P3/5P2/8/P5PP/6K1 w - - 0 25,d7f7 f8g8 f7g7 g8h8 g7h7,w,1093,5
El1eB,8/pR2Rpk1/6p1/2p3P1/8/1P6/P1r4r/1K6 w - - 0 27,e7f7 g7g8 f7g7,w,1094,3
kmc1P,3R1nk1/q5pp/p3N3/3pP3/8/4Q3/Pr3rPP/4R1K1 b - - 3 25,f2g2 g1h1 g2h2,b,1094,3
kwDdC,7r/3R1R2/2r3p1/p4p1k/1pp4P/2P1pKP1/PP6/8 w - - 1 30,f7h7 h8h7 d7h7,w,1094,3
z8CQo,8/1p2N1pk/7p/8/4pQ2/8/bq1r2rP/3BR1RK b - - 3 32,g2h2 f4h2 d2h2,b,1094,3
Hqs1U,8/3B4/2R2p2/1k1Pb3/8/K3R3/1r5r/8 b - - 3 42,b2a2 a3b3 h2b2,b,1095,3
VM1MC,8/p7/1pQp4/k1b5/P3P3/5P2/1PP2rrP/2KR3R b - - 0 36,f2c2 c1b1 c2b2 b1a1 b2a2,b,1095,5
lHZho,6k1/1p3pp1/pq5p/8/1P6/P3NQP1/2rr1R1P/1R4K1 b - - 0 27,d2f2 f3f2 c2f2,b,1095,3
Am2Ay,6k1/pp5p/2p5/1P1p4/P2P1P2/8/1RRKN1rr/8 b - - 0 46,g2e2 d2d1 e2c2,b,1096,3
cXHj4,6k1/6p1/P4p1p/2p5/8/6P1/2r1rP1P/R2R1K2 b - - 0 34,e2f2 f1g1 f2g2 g1h1 g2h2,b,1096,5
lRRu1,8/pb3ppk/1p2p3/1B6/P7/2P1Q2P/1r3rPK/6R1 b - - 0 34,f2g2 g1g2 b2g2,b,1096,3
u6jaf,6k1/5p1p/1Np3bQ/p7/1p6/PP5P/1P2rrP1/2KR3R b - - 0 30,e2c2 c1b1 c2b2 b1a1 b2a2,b,1096,5
Dgsvt,2r4k/1R1R4/7p/3K2b1/1p6/8/8/8 w - - 5 45,d7h7 h8g8 b7g7,w,1097,3
jxJyf,r5k1/3RR3/5p2/2p1p3/2p5/2N4P/1P4PK/2q5 w - - 5 33,e7g7 g8h8 g7h7,w,1097,3
ydo4g,8/pP5p/2p5/4kp2/2B1n2P/1P2PK2/1r1r1P2/R4R2 b - - 0 31,d2f2 f1f2 b2f2,b,1097,3
1qKYy,7r/1R1R4/1p2Bp2/p1b2Ppk/P3P3/1P3Kpr/8/8 w - - 4 41,d7h7 h8h7 b7h7,w,1098,3
MIe93,7k/R7/3p4/3P4/2P5/1Pn5/P4r1r/K3R3 b - - 10 45,f2a2 a7a2 h2a2,b,1098,3
hZ2ob,3r1k2/R3Rp2/2Bp1n1N/p1pP3b/8/6p1/1r3PP1/6K1 w - - 0 36,e7f7 h5f7 a7f7,w,1098,3
y3bJz,4k3/1p3p1p/3p4/4p3/1p2Pb2/3Q1N1P/PP3rr1/6RK b - - 3 30,g2h2 f3h2 f2h2,b,1098,3
1uz8S,2k2r2/3RR3/pp6/1Pp3p1/P3Kpp1/2P3P1/5r2/8 w - - 0 41,d7c7 c8b8 c7b7,w,1099,3
4ktCd,8/5Npk/p6p/1p1Q4/P3P2P/2P1K1P1/1r3r2/8 b - - 0 44,b2e2 e3d4 e2d2,b,1099,3
JCsi5,1r5k/R3R3/1p3Npp/2p2bn1/1PP5/5rP1/P7/7K w - - 8 39,e7h7 g5h7 a7h7,w,1099,3
e0vCB,3r1bkr/1RR3pp/p3N3/3pP2b/4q3/4B2P/1P3PP1/6K1 w - - 0 30,c7g7 f8g7 b7g7,w,1099,3
lUJIo,rq4kr/p2R1R2/4p1p1/1B1pP1P1/1P1P4/2P3p1/6P1/6K1 w - - 1 42,f7g7 g8f8 d7f7,w,1099,3
vMXRY,8/ppb1kp2/2p4Q/8/3P2N1/2P2P1P/PP1rr3/6RK b - - 12 35,e2h2 g4h2 d2h2,b,1099,3
9N8EU,1q6/4npk1/b3p1p1/p2pN3/3P1Q2/P5NP/1rr2PP1/R3R1K1 b - - 3 24,c2f2 f4f2 b2f2,b,1100,3
FJxUf,1rr1k3/1R1R1ppp/p3p3/8/8/7P/P5P1/6K1 w - - 12 31,d7e7 e8f8 e7f7,w,1100,3
nasq6,7k/6pp/2p1Np2/p3qP2/2P4Q/1P6/1r1r1BP1/5RK1 b - - 7 34,d2f2 h4f2 b2f2,b,1100,3
sMCm2,r6r/pR3R1p/2p3pk/2bn1pN1/5p1P/8/P1P2PP1/6K1 w - - 1 25,f7h7 h8h7 b7h7,w,1100,3
sZWYM,b7/2R3pk/6Np/7P/5PP1/2R4K/1r2r3/8 b - - 6 47,e2h2 h3g3 b2g2,b,1100,3
6iDW4,6k1/pQ6/2p5/3p2pp/3P4/P2KP1N1/1P3r1r/8 b - - 0 33,f2d2 d3c3 d2c2 c3b4 c2b2,b,1101,5
UVsFx,r2r1k2/p1R1Rbpp/8/8/8/3p3P/PP3PP1/6K1 w - - 0 25,e7f7 f8g8 f7g7,w,1101,3
ZuUqj,2kr3r/pp1n1R1R/2p5/7p/3P3P/6P1/PPP3PK/8 w - - 7 24,f7d7 h8h7 d7h7,w,1101,3
DQFMU,r4r2/pRQ1Rpkp/6p1/3n1bq1/8/7P/P4PPK/8 w - - 0 28,e7f7 f8f7 c7f7 g7h8 f7h7,w,1103,5
R3Wgq,6k1/R7/4pp1p/8/5P1N/2n3PP/5rr1/4R2K b - - 3 39,g2h2 h1g1 c3e2 e1e2 f2e2,b,1103,5
lz331,3r4/4R2R/pp3kp1/2p2p2/8/5PK1/1P6/r7 w - - 2 39,h7f7 f6g5 f3f4 g5h6 f7h7,w,1103,5
punVx,r5rk/2R3R1/3p3p/p2P1Bn1/1bP5/1P5P/7K/8 w - - 3 41,g7h7 g5h7 c7h7,w,1103,3
g6coT,1k1r4/5RRp/1p2p3/3r1n2/8/3p4/PP1N1KPP/8 w - - 6 28,f7b7 b8a8 b7a7,w,1104,3
paNKY,8/1ppkn1RR/3p4/2r1p3/4Pp2/2PK1Pb1/1r6/8 w - - 1 41,g7e7 d7c6 e7c7 c6b5 c7b7,w,1104,5
U9xAx,5r2/R2R2pk/5p2/4p2p/1r2P3/5P2/5P1P/6K1 w - - 2 26,d7g7 h7h6 g7h7 h6g5 a7g7,w,1105,5
XyFql,8/npRRrrk1/p5p1/P4p2/5Np1/1P4P1/5P1P/6K1 w - - 5 39,d7e7 f7e7 c7e7,w,1105,3
U8d0O,3R4/1N3ppk/7p/p7/2P5/7P/PP2rr2/2K4R b - - 4 34,e2c2 c1b1 c2b2,b,1106,3
vGIAx,r5k1/1pRR3p/1P2p1p1/8/8/p4P1P/1r4P1/6K1 w - - 2 34,d7g7 g8h8 g7h7,w,1106,3
RxQve,7k/2b3p1/8/8/P2N4/4PN1P/1r4rP/R5RK b - - 4 37,g2h2 f3h2 b2h2,b,1107,3
0pEub,4Br2/R3Rp1p/4pkn1/3p2p1/P2P2Pr/8/5K2/8 w - - 4 35,e7f7 f8f7 a7f7,w,1108,3
Ywx6M,8/6pk/P3p2p/3p1p2/1R3P2/1P6/1rr3PP/R5K1 b - - 0 40,c2g2 g1h1 g2h2,b,1109,3
uIJ8S,8/pp3k2/2p4p/8/5P2/P3P1P1/2rrBKQq/R3R3 b - - 2 30,d2e2 e1e2 c2e2 f2e2 h2g2,b,1109,5
L62hz,r4k1r/p1R1Rppp/8/1p6/5B2/7P/P4qPK/8 w - - 6 28,e7f7 f8g8 f7g7,w,1110,3
PoYrC,8/6k1/p2N2p1/1p2p3/3pNp2/3PnP2/PPr1r3/1K4RR b - - 8 47,c2b2 b1a1 b2a2,b,1110,3
Ntrm0,8/5pk1/8/6p1/7p/7P/r3rPP1/1R2R1K1 b - - 1 34,e2f2 g1h1 f2g2,b,1111,3
YKFWk,r5k1/pR3Rpp/2r5/8/P7/2p5/6PP/6K1 w - - 0 28,f7g7 g8h8 g7h7,w,1111,3
2GZxl,8/4R1P1/1p6/p4k2/8/P4nB1/1r2r2P/3R3K b - - 2 47,e2h2 g3h2 b2h2,b,1112,3
DYcc8,5k2/p7/P1p4p/5pP1/3R4/3R1KPP/2r1r3/8 b - - 0 52,e2f2 f3e3 c2e2,b,1112,3
H1nJ7,8/1Rp5/2p5/5P2/P3P3/2kP4/b1PNr2r/2KR4 b - - 4 30,e2d2 d1d2 h2d2 b7c7 d2c2,b,1112,5
1CrkP,5r1k/1R4R1/6p1/8/4r3/6KP/8/8 w - - 4 47,g7h7 h8g8 b7g7,w,1113,3
OuQLu,7k/R7/3p2p1/2p4p/2Nb4/1P5P/P1r2rPK/4R3 b - - 2 31,f2g2 h2h1 g2h2,b,1113,3
iGyvu,4rk2/R1R2ppp/8/2b5/5p2/nP6/P4PPP/6K1 w - - 2 31,c7f7 f8g8 f7g7 g8h8 g7h7,w,1113,5
xs5bD,4r1k1/1R3Rb1/p3p1p1/4q1p1/6PQ/B7/P1r4P/5K2 w - - 0 28,f7g7 e5g7 b7g7,w,1113,3
3AxNr,8/2R3pp/1P1Bp1k1/4P3/4pPp1/p3P1P1/5rr1/5R1K b - - 5 44,g2h2 h1g1 f2g2,b,1114,3
6EhgZ,8/p5kp/2BNRnp1/3p4/3P1P2/8/Prr3PP/3R2K1 b - - 0 27,c2g2 g1h1 g2h2,b,1114,3
