id,fen,sol,turn,rating,n_moves
iviA5,4r1kr/3RR2p/4N2b/1p5b/p7/6PP/PPP5/1K6 w - - 1 29,e7g7 h6g7 d7g7,w,1699,3
tFpqN,8/5Qbk/3p2pp/P2P4/8/6P1/rr3R1P/6K1 b - - 3 36,b2f2 f7f2 a2f2,b,1699,3
SigXO,6k1/p1p2b1p/7P/1pp2PP1/3p4/P7/1PPNr1r1/2KR2R1 b - - 0 28,e2d2 g1g2 d2g2,b,1700,3
plw0Z,7R/k1p5/p3P3/1p6/1Pb5/KBP4P/5rr1/1R6 b - - 2 35,f2a2 b3a2 g2a2,b,1700,3
Gr048,8/2RR1pk1/1p6/p1b2Bp1/2P3P1/1P4K1/P4r1r/8 w - - 2 39,d7f7 g7g8 f5h7 h2h7 f7h7,w,1701,5
IgWfc,8/2RR2pk/7p/2p2q2/4p3/3n2PP/5PK1/8 w - - 7 50,d7g7 h7h8 g7f7,w,1703,3
PvThM,8/8/1p6/1k6/2R3Rp/P6P/1r2r1PK/8 b - - 0 52,e2g2 h2h1 g2h2,b,1703,3
ovR7O,6k1/8/p2P4/2K2P2/P2Q4/8/1r3r2/8 b - - 1 53,f2c2 c5d5 c2d2 d4d2 b2d2,b,1703,5
M9Raa,6k1/R1R2r1p/1p2p3/3b2r1/3Pp3/4P2Q/1P3qP1/7K w - - 2 30,c7f7 f2f7 a7f7,w,1704,3
gxWKw,8/8/5R2/5R2/1P2P2P/3Pk1P1/2r1r3/6K1 b - - 8 40,e2g2 g1h1 g2h2,b,1704,3
w8WtH,2k2r2/pR4R1/8/1p1p2Np/1P4bP/2P3P1/4r3/6K1 w - - 0 37,g7c7 c8d8 g5f7 f8f7 c7f7,w,1704,5
wqUvk,6r1/3R1Rpk/5P1p/p2Kn3/1p4P1/1P6/P3r3/8 w - - 4 36,f7g7 g8g7 d7g7 h7h8 g7e7,w,1704,5
5OpHu,1bkr4/5R1R/N1p5/1p6/2r1p3/7P/P5PK/8 w - - 0 31,f7c7 b8c7 h7c7,w,1705,3
kULis,8/p7/b7/p2PkP2/4P3/P3RB1P/1R3rr1/7K b - - 8 52,g2h2 h1g1 f2b2,b,1705,3
Y1t7h,r2r2k1/pR2Rbpp/8/3q4/8/3P4/P1PQ1PP1/7K w - - 3 27,e7f7 d5f7 b7f7,w,1706,3
Zj2Yr,6k1/5pp1/4p2p/4q3/Q7/P5P1/1rRr1P1P/2R3K1 b - - 2 31,b2c2 a4c2 d2c2,b,1707,3
ijXT1,5r2/1R1R4/p4kp1/1p1Bp1q1/8/5P2/KPP5/8 w - - 2 37,d7f7 f8f7 b7f7,w,1707,3
ortzS,2k4r/p1p1RR2/1pb3pp/2N4n/7K/2r5/P1P5/8 w - - 0 27,e7c7 c8d8 c5e6 d8e8 f7e7,w,1707,5
vMEOC,7k/pRR3rp/4pK2/4Pb2/8/P7/6r1/8 w - - 6 33,c7g7 g2g7 b7g7,w,1709,3
GZDS5,8/5Qpk/p2Bp2p/P7/2P5/7P/rr4PK/8 b - - 0 44,b2g2 h2h1 g2f2 f7f2 a2f2,b,1710,5
zPYJX,3k4/1RRr2pp/4pp2/8/P4P2/3r3P/5KP1/8 w - - 4 39,c7d7 d3d7 b7d7,w,1710,3
9j2IV,6k1/1R4p1/4b2p/4P3/3PQ3/7P/3r1rPK/8 b - - 0 28,f2g2 h2h1 g2h2,b,1711,3
GLefH,6k1/1p4p1/p4p1p/P1Bp1P2/1P1Pn1PP/4RK2/1r2rP2/5R2 b - - 2 40,e2f2 f1f2 b2f2,b,1711,3
a0RZl,8/n7/p1p1p1pk/Pp2P2b/1P2N2P/2P5/2Br1r2/2R1R1K1 b - - 2 38,f2g2 g1f1 d2c2 c1c2 g2c2,b,1712,5
z32wJ,rnn2r1k/1R2Rpb1/p2p1Np1/3P2p1/3q4/3B1Q1P/P4PP1/6K1 w - - 0 23,e7f7 f8f7 b7f7,w,1712,3
V3h2F,1r3qkr/pQ1RRb2/6pp/8/8/8/1P3PPP/6K1 w - - 6 29,e7f7 b8b7 f7f8 g8f8 d7b7,w,1713,5
lLTjK,6k1/p2Q1pp1/1b3R1p/8/8/P4B2/1r3rPP/5RK1 b - - 0 24,f2g2 g1h1 g2h2,b,1713,3
F9EIk,6k1/6p1/7p/4Pp2/5P2/pP3RPP/2Prr3/R5K1 b - - 6 34,e2g2 g1f1 g2h2,b,1714,3
MnQIg,6k1/1r1RR1r1/p5p1/2p3Pp/7P/7B/1P3q2/1K6 w - - 0 37,e7g7 g8f8 d7b7,w,1714,3
iBfUy,4k3/1p1n2RR/2p1p3/p2pP3/4r1P1/1P3K2/4r3/8 w - - 2 39,g7e7 e8d8 e7d7,w,1714,3
eB1fq,8/2p5/1k1p4/pp1Pp3/1P6/3Q4/P1PR1r1r/2K5 b - - 1 48,f2d2 d3d2 h2d2,b,1715,3
FbvSU,5r2/R2R1p1p/4p1p1/3p1k2/5P2/p3K1PP/r7/8 w - - 1 33,d7f7 f8f7 a7f7,w,1716,3
P326u,6k1/p1p3p1/8/7R/6n1/2N5/PPr3rP/6RK b - - 1 22,g2h2 h5h2 c2h2,b,1718,3
Dd8Yv,6k1/pp1RR1p1/2p3p1/2P3B1/1P6/2P2r2/6r1/5b1K w - - 8 37,e7g7 g8f8 g7h7,w,1719,3
sd1oX,r5k1/1R3R2/2pBp1pb/2P1P2p/3p4/3P1QPK/r2q3P/8 w - - 7 30,f7g7 h6g7 f3f7 g8h8 f7g7,w,1720,5
yFveg,6k1/1pp2p2/7p/p1N1P3/2P2KP1/4Q3/Pr4rP/8 b - - 0 35,b2f2 f4e4 f2e2 e3e2 g2e2,b,1720,5
ZNlUG,5k2/R2Rrp2/6p1/4q2p/4P3/5PP1/6PK/8 w - - 0 44,d7e7 e5e7 a7e7,w,1721,3
oicej,6k1/2RR1r2/6qp/5p2/2P5/6Pp/5P1K/8 w - - 3 51,d7f7 g6f7 c7f7,w,1721,3
EbnRo,2r2rk1/2R1Rbpp/2p2q2/p2p4/Np3P2/6PP/PPP2Q2/6K1 w - - 2 26,e7f7 f6f7 c7f7,w,1722,3
5Xa5w,6k1/6p1/4p2p/3p1p2/3P1P1b/PP2PK1P/1rr3PR/R3B3 b - - 4 34,c2f2 e1f2 b2f2,b,1723,3
Ppvmw,7k/2R2Rr1/6rp/1p6/4pK2/P3P2P/8/8 w - - 3 39,f7g7 g6g7 c7g7,w,1723,3
FKAt0,2r2r1k/R3R1p1/4p3/5pq1/1n6/3b2B1/1P3PPP/3Q2K1 w - - 4 29,e7g7 c8c1 g7h7,w,1724,3
04GNb,1r3r1k/R1R5/5qbp/6p1/2Q1B3/7P/1P3Pp1/6K1 w - - 0 37,c7h7 g6h7 a7h7,w,1725,3
dIkxQ,2k4r/pp1R1R1p/5Npb/2p1p3/8/2P5/PP1r3P/5K2 w - - 10 27,d7c7 c8b8 c7b7,w,1725,3
d1VMd,3r2k1/2RR1pp1/1p3q1p/p7/2P5/3P2QP/3r2PK/8 w - a6 0 36,d7f7 f6f7 c7f7,w,1726,3
HWMX9,4k3/2p3b1/4p3/1b1pn3/3P1QN1/2P1K1P1/rr3P2/3RR3 b - - 1 37,b2e2 e1e2 a2e2,b,1727,3
OTuDI,r7/3RR2p/k4p2/1r1P2p1/2n5/2P2P1P/1bP2BPK/q7 w - - 4 36,d7a7 a8a7 e7a7,w,1727,3
P7vE5,6k1/1pq2p1p/4pQp1/1B6/P2P4/6P1/1rr2R1P/R5K1 b - - 9 36,c2f2 f6f2 b2f2,b,1728,3
o0MtI,6k1/pp3ppp/3p4/3P4/1PP5/P6Q/4rrBP/6K1 b - - 3 31,f2g2 h3g2 e2g2,b,1728,3
8Kw0g,8/R2bk1pR/4pp2/3p4/p1pP1P2/3rPN2/4K2P/1r6 w - - 12 39,h7g7 e7f8 g7d7,w,1731,3
H3X7r,5r2/1pp1krRR/8/p1pPp3/2P5/P3K3/1P3P2/8 w - - 8 32,g7f7 f8f7 h7f7,w,1731,3
o5SnP,8/8/6k1/P4R2/4Bp2/4p2p/3r1r2/4R1K1 b - - 0 58,f2g2 g1h1 g2h2,b,1731,3
pCPe3,1r3rk1/1R2Rbpp/8/1p3p2/3p1N2/6P1/1P3P1P/6K1 w - - 0 27,e7f7 b8b7 f7b7,w,1731,3
1J7Z1,8/4R3/2B5/p6P/3k2P1/7K/r4r2/5n1R b - - 0 47,f2h2 h1h2 a2h2,b,1732,3
2IzqE,8/6k1/4ppn1/p7/6P1/P5Q1/2rr1R1P/6K1 b - - 1 35,d2f2 g3f2 c2f2,b,1732,3
qKNmG,1r4k1/3R1Rp1/4n2p/1p2P3/7P/1Q4P1/1P3PK1/rq6 w - - 1 35,f7g7 g8h8 g7h7 b1h7 d7h7,w,1733,5
7uBmK,4q1k1/RR5p/8/1p6/8/2p5/5P2/5K2 w - - 0 38,b7g7 g8f8 g7h7,w,1735,3
Cyb3S,4r1k1/2p1RR1p/6p1/p2q4/3P4/2P1K1Q1/r7/8 w - - 6 30,f7g7 g8f8 g3f4 d5f5 g7f7,w,1735,5
bwR0N,8/p3p1k1/4p1P1/1p1p1P2/8/P1P1PQ2/1PBr3r/1K6 b - - 0 34,d2c2 f3f4 c2b2,b,1735,3
doEIs,7r/p1R3R1/4p1p1/7k/3p4/r3BK2/8/8 w - - 0 38,g7h7 h8h7 c7h7,w,1735,3
kTa4V,8/pp5p/6pk/8/5P1P/1K2N3/PPRrr1N1/8 b - - 3 32,d2c2 e3c2 e2g2,b,1735,3
m4oTa,4rk2/R1R1bppp/2p5/2p1P3/5P2/3rB2P/7K/8 w - - 13 32,c7e7 d3e3 e7f7,w,1736,3
Qg54L,rn5r/p2pR1Rp/2pkP1b1/8/3P4/1BP5/P5PP/6K1 w - - 3 28,e7d7 b8d7 g7d7,w,1737,3
Gj1Or,6k1/8/4p1p1/2pqN2p/4R3/7P/3rRrPK/4Q3 b - - 3 32,d2e2 e1e2 f2e2,b,1738,3
YJxTm,r5r1/p2RR1p1/2p3kp/6p1/2pB2P1/3b4/P6K/8 w - - 2 30,e7g7 g8g7 d7g7,w,1738,3
xO2x1,8/pp3k1p/1bn2p2/8/PP4p1/2P3B1/2r1rPPP/R1R2KN1 b - - 1 24,e2f2 g3f2 c2f2,b,1738,3
WlbEh,4q1k1/5pp1/5n1p/8/8/Q1N4P/P1rr1PP1/R1R3K1 b - - 3 22,d2f2 c1c2 f2c2,b,1741,3
eQOXy,6k1/R7/7p/8/1R5P/p1P5/r2r4/2K5 b - - 3 50,a2c2 c1b1 a3a2 a7a2 c2a2,b,1744,5
Phgk1,8/8/1k2P3/3Q1p1p/8/2P3P1/Pr2rPK1/8 b - - 0 46,e2f2 g2g1 f2d2 d5d2 b2d2,b,1746,5
PiP5h,6k1/pp3p1p/5Qp1/8/8/PP1bPB2/2rr1P1P/3RKR2 b - - 3 23,d2e2 f3e2 c2e2,b,1746,3
T5Etw,r1r3k1/p1R2Rpp/2p3q1/2Qp4/3n4/7b/P4PPP/5BK1 w - - 0 26,f7g7 g6g7 c7g7,w,1750,3
UINzv,6rk/1R1BR2p/7b/p4p2/8/2n5/5P1n/4K3 w - - 2 35,e7h7 h8h7 d7f5 h7h8 b7h7,w,1750,5
aKfc7,3q3k/7p/p4p2/2P1RQp1/8/P7/1r1r1BPP/R5K1 b - - 0 28,d2f2 f5f2 b2f2,b,1750,3
7u8Ut,1k6/p2R4/1p5p/8/2P5/1P6/P2R1r1r/2K5 b - - 3 36,f2d2 d7d2 h2d2,b,1751,3
V93Zk,6Q1/2p1k3/8/1p2P3/1P6/2P2Rp1/3r2r1/4K3 b - - 6 45,g2e2 e1f1 g3g2 g8g2 e2g2,b,1751,5
Yl0uo,2r1r1k1/1R3R1p/p5pb/8/3p4/P7/3q2PP/5QK1 w - - 0 34,f7g7 h6g7 f1f7 g8h8 f7g7,w,1751,5
oYQ8P,2r4k/3RR2p/6p1/1p1P3r/4P1K1/2p5/8/8 w - - 6 47,d7c7 c8c7 e7c7,w,1751,3
49RDE,5n1k/4qp1p/p1B1pNp1/4P3/5RQ1/7P/Pr1r1RP1/7K b - - 0 29,d2f2 f4f2 b2f2,b,1752,3
6LFNq,8/1p3p1k/p1q3p1/P6P/1P6/2PQ2P1/r3rP2/2R2RK1 b - - 0 31,a2d2 h5g6 f7g6 d3d2 e2d2,b,1754,5
E1XXW,8/R2R3p/p3p1pk/1p3p2/8/4P1PP/5P1K/q1r5 w - - 2 41,d7h7 h6g5 f2f4 g5f6 a7f7,w,1754,5
VsDaI,8/3Q4/2P3kp/8/1P5P/6PK/4rr2/8 b - - 0 48,f2h2 h3g4 h6h5 g4f3 h2f2,b,1754,5
cfoXD,4Q3/p1p3pk/4p2p/5p2/P4q2/5B2/1r1r2PP/R3R1K1 b - - 1 25,d2g2 f3g2 f4f2 g1h1 f2g2,b,1756,5
wVpCu,8/3pk2p/7R/1Np1p3/2P1Pp1b/1P3P2/1B1P1rrP/3K3R b - - 5 29,f2d2 d1c1 d2c2 c1b1 c2b2,b,1756,5
pTaLx,1rk4r/p3RR2/1bp1N3/4n2p/7P/2P5/PPK3P1/8 w - - 0 28,e7c7 b6c7 f7c7,w,1758,3
AkDto,8/R2R1pk1/4p1p1/3n3p/1p6/7P/1r4PK/8 w - - 4 38,d7f7 g7h6 h3h4 g6g5 f7h7,w,1761,5
gkRPe,r5k1/1R3Rp1/p3pb1p/1p2r3/1B5P/Pq3P2/1P2QPK1/8 w - - 1 29,f7g7 g8h8 g7h7,w,1764,3
7X84h,8/R1Rb1pb1/3kpn2/4N3/3Pq3/4P3/P4PPK/8 w - - 7 35,c7d7 f6d7 a7d7,w,1766,3
x5sw8,7r/2R1R3/p5p1/1p5k/2nr3P/5K2/PP3P2/8 w - - 11 37,e7h7 h8h7 c7h7,w,1767,3
bQB9W,r5k1/r2RR2p/1bp3b1/1p6/8/6BP/5PP1/6K1 w - - 4 39,e7g7 g8f8 g3d6 f8e8 g7e7,w,1768,5
ed5pd,5r1k/1RR3b1/pN1p1q1p/3Pp3/1P2P3/P2K1p1Q/5r2/8 w - - 0 37,c7g7 f6g7 b7g7,w,1768,3
2RhOu,6k1/pR5R/6p1/4q3/5p2/2P5/PK6/8 w - - 1 40,h7e7 e5e7 b7e7,w,1770,3
aj0VH,8/2RR4/4rkp1/4qp1p/7N/4P1PP/5n1K/r7 w - - 0 34,d7f7 f6g5 h4f3 g5h6 f7h7,w,1770,5
Qna2D,7r/1RRbk1b1/5n1q/1B1Pp1p1/r3PpP1/5P2/3Q1BK1/8 w - - 2 36,c7d7 f6d7 b7d7,w,1771,3
hozCb,6k1/1R1Rr1b1/4r1pp/5p2/8/6P1/5PKP/8 w - - 3 38,d7e7 e6e7 b7e7,w,1771,3
ldKTY,3q2k1/p4ppp/1p1np3/3p4/PP1P4/4PN1P/2r1rPP1/RQR3K1 b - - 5 27,c2b2 b1b2 e2b2,b,1771,3
vc9tF,1q3rk1/2RQRp1p/1p3bp1/6r1/1p6/7P/PP3PP1/6K1 w - - 0 26,e7f7 b8c7 f7f8 g8f8 d7c7,w,1771,5
ME0K5,4r1rk/R1R4p/1p1pp3/2Pn3q/1P1P2n1/1Q3bP1/1B2P1B1/6K1 w - - 0 28,c7h7 h5h7 a7h7,w,1773,3
O040e,3r2k1/R4R1p/2p1p1pb/1p2P1q1/8/PP5P/1r4PK/5Q2 w - - 0 32,f7g7 h6g7 f1f7 g8h8 f7g7,w,1773,5
En456,8/p1RR4/kp6/5n1p/8/2K5/P4r2/5b2 w - - 14 44,c7a7 a6b5 a2a4 b5c6 a7c7,w,1775,5
F0tIG,6r1/R2R2p1/6kP/3p2Pr/p4K2/8/8/3b4 w - - 5 45,d7g7 g8g7 a7g7,w,1780,3
cRoTQ,8/ppp1kp1P/8/3p2b1/3P4/P3P3/1PPN1r1r/2KR3R b - - 0 22,f2d2 h1h2 d2h2,b,1781,3
rzsfP,r5k1/1RR2rpp/3p1q2/3P4/p1QpP2P/2b3P1/5PK1/8 w - - 0 29,c7f7 f6f7 b7f7,w,1781,3
WTCYF,5k2/R1Rr1ppp/3p1n2/4r3/8/7P/PP3PP1/6K1 w - - 6 28,c7d7 e5e1 g1h2 f6d7 a7d7,w,1782,5
gWBsA,2r1k1r1/3p1RBR/4p2P/1p6/p7/1P1Bq3/PKP5/8 w - - 0 29,f7e7 e8d8 e7d7,w,1782,3
A9B0x,8/1RR2pkp/1P6/8/8/8/4rr2/3K4 w - - 3 34,c7f7 g7g6 f7g7 g6h5 g7h7,w,1783,5
Ytjwf,8/R1Rp2r1/4p3/1Ppk1p2/3P4/3KP3/7r/8 w - - 0 31,c7d7 g7d7 a7d7,w,1783,3
1q0vY,7k/pp4p1/2p4p/3b4/8/P3Q3/3r1rPP/2R1R1K1 b - - 3 34,f2g2 g1f1 g2h2 e3d2 h2d2,b,1784,5
KCYLl,8/5R2/7k/8/2P3p1/1P6/1P2KRrr/8 b - - 0 55,g2f2 f7f2 g4g3 f2g2 h2g2,b,1784,5
Nzvbh,6Q1/p4R2/1k6/1p2p2p/8/1PKN3P/3rr3/6R1 b - - 1 39,d2c2 c3b4 a7a5 b4a3 c2a2,b,1784,5
FEtqc,4k3/1P5R/4p1P1/1bBpPp1p/3P1K2/2R5/r5r1/8 b - - 0 42,a2f2 c3f3 g2g4 f4e3 f2e2,b,1786,5
TrMLN,8/R2R2pk/4p2p/p4q2/3p4/6PP/5P1K/8 w - - 2 40,d7g7 h7h8 g7f7 f5f7 a7f7,w,1786,5
CRT2H,r3k2N/1R3Rp1/4p3/3p2p1/p1pP2P1/8/3q2PP/5K2 w q - 0 25,f7e7 e8f8 h8g6 f8g8 e7g7,w,1787,5
RDxM0,8/5pk1/2P5/8/6P1/4P3/r2r4/4Q1K1 b - - 13 55,d2g2 g1f1 g2h2,b,1787,3
IGBAX,5r2/p1R1R3/6pp/2p2k2/2B1bP2/1P4rP/P7/5K2 w - - 0 31,e7f7 f8f7 c7f7,w,1788,3
KusWk,2k5/ppp5/3p4/1N5n/P1P4R/6Pp/1PP1rr1P/R4N1K b - - 6 27,f2h2 f1h2 h5g3 h1g1 e2g2,b,1789,5
Bf2Mu,r5k1/1pRR3p/1q2r1p1/pB1pbp2/P3n3/BP2PQ1P/6P1/6K1 w - - 5 24,c7b7 b6b7 d7b7,w,1790,3
tL8x1,4r1k1/p2RnRpp/1p2P3/4r3/8/1P5P/6P1/7K w - - 0 31,f7e7 e5e1 h1h2 e1e6 e7g7,w,1790,5
uCtrm,8/5Qpk/7p/2P5/6P1/1P5P/1r1r2PK/8 b - - 0 36,d2g2 h2h1 g2f2 f7f2 b2f2,b,1790,5
bLJEh,4kn1R/5q2/4B1p1/4Pp2/1p5Q/1P4P1/r1r2PK1/4R3 b - - 0 40,c2f2 g2g1 f2g2,b,1791,3
FxRjQ,r4b2/1R3Rp1/3p1nkp/2pPpN2/p1P1P3/5B1P/5PPK/2q5 w - - 4 33,f7g7 f8g7 b7g7,w,1792,3
Zwth5,3r2k1/2R2R2/5p2/2P1n3/1p5P/8/PKP3P1/5r2 w - - 12 41,f7g7 g8f8 g7h7,w,1792,3
H1J2k,8/4R3/1PN2k2/2n2P1p/2R5/6P1/1r1r1P2/5K2 b - - 11 47,d2f2 f1g1 f2g2,b,1793,3
zystA,8/RR2n2p/2qpkbp1/4p1B1/4P2P/2pP2P1/4PK2/8 w - - 0 39,b7e7 f6e7 a7e7,w,1794,3
0742d,6k1/5pp1/p2Q4/3P4/8/1B3qPP/Pr2rP2/3R1RK1 b - - 0 28,e2f2 d6d8 g8h7 b3c2 b2c2,b,1796,5
OA9wH,4rr1k/3RQ1Rp/1pp2pb1/p4q2/PnP5/5B1P/5PP1/7K w - - 2 32,g7h7 g6h7 e7g7,w,1797,3
AnGoR,3r2k1/R1Rb1ppp/4rq2/1pPp4/1P2p3/Q6P/2P2PP1/6K1 w - - 0 28,c7d7 d8d7 a7d7,w,1798,3
GgUl1,8/pR5R/3p1k2/3rp3/1P3p2/8/P4Pr1/1K6 w - - 0 34,h7f7 f6g5 f7g7,w,1798,3
b155v,8/6p1/3p1p1k/P4Qnp/2P5/7P/3rrRP1/6K1 b - - 4 41,e2f2 f5f2 d2f2,b,1800,3
wLTQu,6k1/RR3r2/3p1rp1/1p1P3p/4p3/1P5P/P5P1/6K1 w - - 0 38,b7f7 f6f7 a7f7,w,1800,3
PKzjO,8/pp2kpRR/4p1P1/2P5/8/5r2/r7/2K5 w - - 0 37,g7f7 f3f7 h7f7 e7e8 f7b7,w,1802,5
vOVwG,6k1/1p1RR2p/5rp1/1qP5/1p6/2P4P/P4PP1/6K1 w - - 2 32,e7g7 g8f8 g7h7 b5d7 h7d7,w,1802,5
0rOSI,r4rk1/pR3Rp1/2pp3p/4p3/2BbP3/3b4/P1PK4/6q1 w - - 0 22,f7g7 g8h8 g7h7,w,1803,3
2Ra81,5r2/R2R1pk1/4p1P1/7P/7r/4K3/8/8 w - - 7 44,d7f7 f8f7 a7f7 g7g8 f7h7,w,1803,5
EpNGd,5rk1/R2R1pp1/p1q1p2p/1p2Q3/1P6/P5PK/2r2P1P/8 w - - 7 30,a7c7 c6d7 c7d7,w,1803,3
1hr4v,3q2k1/R4p1p/4p1p1/1P6/5Q2/6P1/1r1r1P1P/2R3K1 b - - 0 30,d2f2 f4f2 b2f2,b,1804,3
OFjGp,6k1/5p2/3p2p1/2pBp2p/2P4P/1q1PB1P1/rr3PK1/3RQ3 b - - 4 37,b2e2 e1e2 a2e2,b,1806,3
ApW6L,6k1/5p1p/n2N2pB/q1pP1P2/3b4/P4Q2/1r2r1PP/R4R1K b - - 0 23,e2g2 f3g2 b2g2,b,1807,3
jD2RG,4k3/2R5/P4p2/5Pp1/b2Pp1P1/8/3Br2r/2K2R2 b - - 0 45,e2d2 a6a7 d2c2 c1b1 c2b2,b,1810,5
kCOSr,6k1/1R2Rrp1/p5p1/6Pp/3K3P/8/P4r2/8 w - - 3 38,e7f7 f2f7 b7f7,w,1810,3
ny0ca,6k1/5p1p/2P1pPp1/8/8/4P1PP/q1rr1PB1/R4QK1 b - - 2 32,d2f2 a1a2 f2f1 g2f1 c2a2,b,1812,5
5r6CY,r6r/1R2R3/2p4k/p2n2pn/6p1/8/2B5/1KB5 w - - 0 36,e7h7 h8h7 b7h7,w,1813,3
9g1V0,rrk5/3R2R1/p4p1p/3pb3/8/7P/P5P1/5K2 w - - 9 36,d7f7 b8b1 f1e2 e5c7 f7c7,w,1813,5
qbCcf,8/7p/2PQ4/6pk/8/7P/r3r1PK/8 b - - 0 50,e2g2 h2h1 g2d2,b,1813,3
mUSx0,4r1k1/PR3Rp1/7p/7P/8/1K6/3rp1P1/8 w - - 0 56,f7g7 g8h8 g7h7,w,1814,3
ViqNB,1r3rk1/3RRpp1/3Q3p/1p6/p2P4/7P/Pq3PPK/8 w - - 0 33,e7f7 f8f7 d6b8 g8h7 d7f7,w,1817,5
fXPIX,6k1/R5p1/4p2p/4P3/3P2n1/P4N2/r5rP/6RK b - - 3 30,g2h2 f3h2 a2h2,b,1818,3
XBvyC,r3k3/2RRp3/p3Pr1p/5pp1/2p1b3/P6P/1PP4K/8 w q - 2 31,d7e7 e8f8 e7h7,w,1819,3
r94J5,8/3k1p2/4p2p/3bP1p1/3P3n/2PQ1P1N/rr2R1PP/5K2 b - - 6 35,b2e2 d3b5 d5c6 b5e2 a2e2,b,1819,5
YnM8R,r3rk2/1RR2pbQ/4bp1p/p5p1/3P4/1BP4P/3q1PPK/8 w - - 0 30,c7f7 e6f7 b7f7,w,1820,3
e84MP,5k2/8/6Rp/3B1p2/2Pb4/5KP1/Pr2r2P/5R2 b - - 3 32,e2f2 f1f2 b2f2,b,1820,3
b9Cb0,8/5Qpk/7p/2p5/8/PP4PP/1rr3BK/8 b - - 0 34,c2g2 h2h1 g2f2 f7f2 b2f2,b,1821,5
9kizp,6nk/1p3Bp1/3Q3p/8/8/N6P/r3r1PK/8 b - - 6 29,e2g2 h2h1 g2d2 d6d2 a2d2,b,1822,5
xQ0md,8/8/kn4B1/2QP4/1pP5/pP5P/P3rrPK/8 b - - 0 48,f2g2 h2h1 g2h2 h1g1 e2g2,b,1822,5
VNQ4g,2Q2B2/p5pk/5p1p/P3p2P/3p4/3P2P1/r3rPK1/8 b - - 3 43,e2f2 g2g1 f2c2 c8c2 a2c2,b,1823,5
zguWB,8/R4pp1/7p/1k3P2/1p4P1/pK2PP2/1Prr4/1R5B b - - 1 43,c2b2 b1b2 d2b2,b,1824,3
Zwtz0,1kr5/4RR2/p1b1p3/2p5/5P2/1p3B1P/2pK2P1/r7 w - - 2 34,e7b7 c6b7 f7b7,w,1825,3
fu63l,8/R1R3pp/1p1rpk2/3b1n2/5P2/3Bn3/P6P/6K1 w - - 3 34,c7f7 f6g6 f7g7 g6h6 g7h7,w,1826,5
yEkM8,8/R5b1/1Qpp2k1/4p1P1/2P1P3/2KP2P1/PP3r1r/8 b - - 8 37,f2c2 c3b4 c2b2 b4a5 b2a2,b,1826,5
ymnOF,r4bk1/2RR2p1/p3p2p/1p6/1P6/q7/6PP/5QK1 w - - 0 29,d7g7 f8g7 f1f7 g8h8 f7g7,w,1826,5
QPgdn,3k4/pp4R1/3p4/2PP4/2Q5/3p4/P1P2r1r/2K5 b - - 0 35,f2c2 c4c2 h2c2,b,1827,3
ADPoZ,8/1R6/2k5/4PPP1/2P4p/3P3P/3r2r1/1RK5 b - - 20 53,d2c2 c1d1 g2d2 d1e1 d2h2,b,1828,5
XAGph,8/5pkp/6p1/2bQp3/8/2P3P1/1r3r1P/R1R2BK1 b - - 2 34,f2g2 g1h1 g2h2,b,1828,3
0yMkp,1k6/1p2p3/p4p2/4n1p1/2B1P1P1/1P2Q2P/r2r1R2/6K1 b - - 4 40,d2f2 e3f2 a2f2,b,1829,3
HAXnI,8/pp6/2k5/3p4/1P3QP1/2P4P/r3r1PK/8 b - - 0 44,e2g2 h2h1 g2f2 f4f2 a2f2,b,1829,5
tCNaD,k3r3/pR4R1/2p1bp2/5n1p/q7/5B1P/5PP1/B5K1 w - - 1 31,b7a7 a4a7 f3c6 a8b8 g7a7,w,1829,5
kmzFy,2R5/5k2/1P3p1p/3pp1pP/3b2P1/5PB1/r2r4/1R2NK2 b - - 0 45,d2f2 g3f2 a2f2 f1g1 f2b2,b,1832,5
W3Rup,8/1P1R1p1p/R4p1k/4p2b/2N5/4KP2/Pr4rP/8 b - - 1 33,g2e2 e3d3 h5g6 d3c3 e2c2,b,1835,5
uxUAi,8/1k6/1np4p/4P3/6K1/2R2Q2/PP1r3r/8 b - - 8 45,d2g2 g4f5 g2f2,b,1835,3
yHiEc,8/pprR1p1R/5k2/4qB2/6P1/P7/1P6/1K6 w - - 3 36,h7f7 f6g5 d7c7,w,1835,3
jbfci,5bk1/7p/8/1p1p1p2/1P3P2/1R3KPP/rBr1R3/8 b - - 1 35,c2e2 f3e2 f8g7 b3a3 a2b2,b,1836,5
UQjRw,8/5pkp/p5p1/1pR1p3/4P1b1/1P4P1/P2rBr1P/5RNK b - - 1 28,d2e2 f1f2 e2f2,b,1837,3
3Zn5z,6k1/5p2/p4b2/2R5/8/5R2/1r2rBPP/5K2 b - - 8 33,e2f2 f3f2 b2f2,b,1839,3
vxyOZ,3N4/1R1R1pk1/4p1p1/5q1p/8/p1b2PP1/6KP/8 w - - 0 38,d7f7 g7g8 f7f5 e6f5 b7a7,w,1841,5
aiB5T,5n2/1p2q1k1/2pb2p1/5p2/1P1P4/2P1BB2/r1R2P1r/3Q1KR1 b - - 7 26,a2c2 d1c2 e7e3 f2e3 h2c2,b,1842,5
dUMur,6k1/1Q3b1p/P5p1/4R3/6q1/8/2rr2BP/6RK b - - 2 34,d2g2 b7g2 c2g2,b,1842,3
